568263, 469059, 476896, 183306, 357651, 149157, 451433, 809021, 553208, 495821, 300895, 425078, 132491, 935781, 383289, 114015, 164319, 251998, 797041, 392248, 848986, 355723, 932921, 920202, 941736, 459936, 909234, 723127, 176759, 627742, 744574, 404655
489031, 309071, 117006, 466120, 372408, 856341, 934080, 224606, 298447, 650025, 152504, 211065, 673611, 357225, 182134, 408495, 792797, 556604, 136411, 831978, 751144, 171237, 976459, 976990, 270531, 597866, 797232, 591611, 506315, 511369, 955989, 882744
351280, 849839, 478986, 502078, 673795, 708714, 811060, 632339, 849523, 841655, 214329, 851021, 971105, 365851, 334215, 893702, 662776, 785512, 930009, 352737, 518954, 343049, 274703, 778954, 298553, 877925, 593773, 363033, 617646, 453041, 240424, 200158
384782, 204147, 792400, 261916, 224830, 937105, 770892, 196233, 471225, 424064, 493931, 729576, 940157, 230082, 268721, 779231, 268426, 928638, 536259, 183563, 115257, 759049, 800464, 746394, 622093, 970547, 743071, 449697, 325235, 113624, 777526, 260916
881258, 763740, 536702, 223657, 471233, 275358, 306304, 283746, 181236, 147299, 245462, 785101, 198286, 867336, 146295, 623887, 467643, 763725, 155406, 317136, 442103, 117872, 568012, 306428, 323342, 104809, 646369, 573132, 362958, 189015, 498101, 263939
708856, 456746, 848231, 585477, 932086, 218897, 226340, 299568, 937110, 134968, 223112, 889817, 388216, 677423, 469682, 763535, 899000, 704647, 898320, 853606, 660901, 587683, 418339, 231046, 700895, 427378, 149890, 769765, 612581, 336434, 126791, 184796
817404, 168670, 670107, 720858, 810145, 422066, 100815, 443995, 221832, 478401, 514276, 354905, 608107, 670306, 138228, 457913, 611640, 218979, 604889, 385074, 412002, 327240, 633915, 478300, 866921, 945073, 772679, 692032, 150413, 312942, 866523, 884981
319351, 641696, 742904, 824838, 298744, 135016, 133199, 227284, 648406, 661917, 735103, 372972, 328936, 887889, 535342, 974612, 494930, 629320, 680850, 138677, 203340, 875759, 573760, 488218, 627445, 304287, 352245, 298560, 587332, 954392, 816421, 346057
101937, 787266, 715414, 130717, 525959, 616990, 244059, 935619, 910157, 307701, 191008, 207541, 522704, 746591, 989936, 444628, 728001, 499705, 633872, 376589, 898762, 798018, 299242, 722667, 423765, 113852, 908985, 850619, 582955, 181926, 810507, 844152
954160, 731792, 666164, 553245, 951866, 687930, 213330, 340245, 555672, 977975, 918582, 670690, 699055, 395604, 788656, 263704, 993055, 362724, 672311, 482862, 132102, 539103, 881883, 756429, 818988, 698825, 136564, 255065, 156938, 320525, 388576, 512486
404282, 956340, 923724, 835040, 674713, 347021, 412500, 925227, 240824, 809558, 162289, 682094, 681753, 941891, 845946, 532846, 827820, 707128, 803776, 632699, 267809, 472581, 551632, 282841, 929916, 329955, 752924, 189529, 105317, 617526, 831491, 217933
239627, 190713, 638774, 483067, 467042, 337527, 159718, 107321, 196012, 809528, 859115, 707272, 605913, 427173, 981433, 808041, 284590, 193351, 314114, 784775, 308070, 746773, 930778, 213910, 957212, 561171, 191505, 383318, 184171, 962024, 156257, 994232
418058, 962907, 282546, 510507, 445729, 434950, 661184, 556967, 808502, 355140, 155974, 750288, 731720, 689761, 895020, 856767, 892927, 797321, 155280, 721270, 468157, 769549, 251013, 663824, 645206, 670752, 887122, 563130, 594243, 163313, 803895, 977141
937920, 956488, 773976, 309999, 216809, 761902, 295720, 211210, 103035, 113508, 172286, 819802, 913560, 688905, 700576, 960071, 391257, 657190, 695138, 182866, 755704, 303926, 550297, 180196, 559681, 684928, 494439, 917015, 460868, 284923, 874378, 232159
144799, 202048, 774946, 387207, 836088, 405364, 224640, 364951, 909695, 399737, 837099, 432958, 752431, 449491, 543578, 848846, 443047, 643749, 123656, 152739, 138029, 453229, 262987, 575110, 926289, 935628, 489760, 772639, 420678, 643310, 904925, 284889
896255, 326584, 189711, 798516, 970689, 137319, 138081, 778282, 373031, 283311, 350470, 775886, 568279, 452426, 839733, 342989, 147515, 499761, 230584, 627160, 662857, 830643, 379237, 871507, 346764, 270438, 219458, 622183, 703058, 970895, 671191, 417023
888557, 224764, 816709, 632562, 540699, 210526, 460168, 228404, 414566, 632524, 750281, 895130, 552146, 271390, 372435, 710905, 433748, 525689, 209886, 304065, 589670, 941103, 345837, 261838, 728120, 336106, 929786, 352194, 238060, 562137, 874598, 427948
559859, 984329, 864297, 322146, 659269, 829005, 484357, 762547, 865229, 490456, 393055, 657884, 898681, 969687, 342713, 252124, 967313, 264863, 557948, 197532, 523406, 148539, 769202, 999939, 973734, 207051, 315019, 986387, 245045, 124480, 665744, 952741
618422, 551312, 284541, 580271, 322197, 576449, 898715, 959437, 944922, 469781, 621249, 878477, 621952, 798521, 331003, 941464, 353865, 952545, 227864, 789219, 726355, 517420, 291703, 584113, 205441, 950069, 325058, 250248, 526198, 696139, 541446, 349255
594302, 848332, 337846, 146180, 915060, 357267, 558890, 875690, 533464, 460168, 839207, 430978, 933791, 450977, 105935, 653840, 539828, 263229, 620594, 566396, 193499, 835145, 149907, 944596, 663354, 783155, 700915, 528718, 991278, 175557, 357863, 493257
882541, 134723, 995426, 153208, 967667, 543464, 222410, 499946, 545501, 643843, 723985, 371710, 890643, 973020, 869127, 299320, 492328, 869035, 808240, 187847, 475688, 925540, 737589, 781214, 931235, 336086, 665519, 687412, 740480, 184480, 767224, 550676
