240362, 798444, 887303, 481093, 147130, 723278, 719119, 200581, 814371, 903437, 281982, 886693, 251230, 182864, 910260, 315470, 323942, 500202, 577446, 269075, 420460, 678039, 931720, 324762, 724223, 174767, 449629, 385708, 358324, 195808, 169742, 287786
853794, 532692, 348992, 220963, 524953, 962703, 734179, 145287, 474834, 170538, 227086, 507045, 822935, 704452, 674795, 522297, 491798, 384943, 239073, 540246, 268561, 485615, 358190, 558182, 694188, 317472, 578665, 580583, 144581, 217676, 160398, 373573
762824, 834422, 458398, 928113, 565347, 121855, 817468, 210638, 339197, 541046, 830855, 270919, 455460, 154853, 970172, 240341, 664278, 171167, 567406, 426211, 968527, 789581, 557393, 349199, 105110, 990275, 864667, 544465, 825724, 484171, 188457, 182565
124003, 120929, 330759, 742355, 913932, 882265, 577323, 734392, 930979, 373987, 359969, 912314, 792780, 878816, 228132, 524682, 385710, 501064, 726854, 418026, 665466, 927955, 346941, 137251, 732980, 348403, 713917, 120797, 227394, 238605, 170914, 902414
348341, 436389, 100801, 241384, 419926, 874646, 312070, 546893, 328961, 548032, 565704, 389871, 625842, 529462, 145632, 123762, 234920, 528261, 375173, 469346, 125051, 236068, 504865, 619813, 578189, 475922, 636830, 608912, 780521, 809424, 909752, 893369
208158, 420533, 935612, 130136, 831908, 986166, 738011, 850614, 772564, 162704, 608800, 701176, 501444, 467241, 550049, 642704, 153874, 687904, 386198, 798349, 916532, 804756, 462528, 658705, 424494, 963999, 311010, 560574, 369484, 393909, 299005, 429836
371993, 516365, 343594, 635971, 279402, 252423, 248043, 244664, 997315, 585226, 116807, 588861, 745999, 298348, 345730, 611461, 739378, 603132, 460383, 252958, 853429, 813549, 892686, 904483, 667394, 299388, 822202, 387223, 451089, 969416, 775250, 762801
761227, 933120, 273647, 821797, 702802, 350883, 512511, 392916, 989404, 448790, 309423, 536607, 979781, 683965, 912993, 925209, 948834, 814960, 869581, 125120, 449363, 487025, 196840, 108999, 711989, 804186, 101837, 961879, 111349, 298628, 147772, 292897
287553, 922296, 780833, 116426, 494061, 574907, 380435, 425203, 149582, 398868, 876219, 382573, 945671, 489215, 593828, 169090, 843550, 641400, 561509, 423395, 327811, 372111, 867413, 119831, 143120, 123978, 555620, 239877, 260273, 682828, 582609, 653230
836487, 274128, 282710, 130475, 139797, 615082, 668578, 474483, 769467, 774294, 590611, 323362, 816536, 128428, 948396, 781513, 592059, 197129, 980870, 645547, 192794, 712544, 500725, 435336, 527739, 841219, 533713, 521492, 287093, 184004, 148372, 851143
