333416, 919379, 402034, 592933, 849828, 320961, 623039, 536844, 571601, 316226, 545084, 442538, 611406, 133293, 197054, 729236
933092, 513233, 288423, 693583, 974793, 392186, 738610, 279726, 733502, 591594, 892798, 421038, 960219, 920082, 890182, 840292
738236, 722707, 492698, 864184, 190312, 218444, 183174, 629546, 547720, 588085, 447789, 470183, 161778, 486640, 275546, 439457
163932, 962784, 104398, 635930, 274293, 409671, 550932, 651354, 369455, 252705, 524722, 538892, 367034, 940668, 264386, 715085
705698, 871005, 348521, 833521, 306925, 932336, 538891, 939120, 366036, 592430, 574973, 703630, 933892, 980530, 700854, 758119
798535, 102497, 130971, 472737, 682107, 840625, 695414, 903049, 273681, 817228, 787558, 962119, 404322, 998013, 752680, 449932
267120, 112782, 217652, 344606, 555895, 494051, 181457, 819434, 601427, 148598, 393128, 263350, 542870, 240350, 153000, 790298
133288, 195661, 111573, 568639, 859503, 501386, 918477, 411419, 819792, 958456, 596165, 223465, 506070, 367444, 356193, 980241
149489, 910453, 310821, 219175, 872588, 288841, 802382, 214438, 497244, 984208, 961692, 832369, 414007, 957331, 238147, 267127
891229, 948672, 922774, 399160, 373565, 545056, 325613, 522087, 907458, 148914, 431721, 636217, 631502, 512284, 983610, 833825
741236, 854024, 878142, 638499, 206505, 825559, 346033, 961313, 227014, 468116, 964164, 988302, 283106, 240899, 716069, 594551
715947, 705455, 178075, 950885, 943726, 667222, 779584, 729178, 282135, 209858, 338387, 775905, 575038, 128737, 710445, 354139
336197, 655718, 112018, 927367, 555841, 315154, 485166, 567255, 690309, 404419, 352192, 418203, 815501, 701500, 233264, 861587
586302, 522828, 319562, 633102, 451176, 888582, 269554, 472357, 398507, 214642, 328918, 838477, 769550, 992143, 937396, 916151
922039, 137273, 917791, 268608, 863135, 787662, 881334, 239039, 738674, 470278, 707940, 956231, 223566, 189493, 413511, 897079
877047, 771518, 243106, 153504, 609858, 268648, 223123, 389335, 621643, 729383, 851810, 257347, 210237, 518005, 953834, 868107
