693088, 811494, 464362, 484592, 335107, 403720, 233366, 650895, 360289, 247215, 145078, 964512, 707051, 963646, 390500, 401233
203181, 774738, 981907, 463817, 618186, 394065, 516688, 220291, 178436, 152539, 249452, 927299, 878854, 534087, 176768, 506984
589458, 668635, 108133, 595937, 604796, 783629, 672971, 122421, 356750, 133142, 323640, 345842, 840651, 567774, 137105, 893635
892778, 972409, 248971, 503877, 766806, 998822, 972329, 253671, 702366, 779156, 801691, 682708, 600387, 921782, 443065, 510105
788300, 134377, 205969, 894313, 774441, 199414, 545087, 884769, 887036, 799492, 405094, 168188, 415224, 836082, 496690, 759947
274763, 233500, 234334, 698508, 224590, 987181, 761318, 604418, 949712, 376553, 509595, 793936, 837804, 304796, 912983, 241480
360874, 502157, 596611, 926042, 735378, 526244, 881544, 517362, 751138, 197650, 681987, 135868, 830037, 511015, 749258, 928618
543138, 865989, 134246, 122814, 513897, 558983, 501542, 569902, 126374, 335118, 458806, 156842, 672640, 950884, 838823, 165195
596968, 492380, 496487, 470482, 129665, 534107, 666619, 780685, 779968, 575382, 723329, 930079, 891803, 136161, 802468, 287684
422122, 102024, 214584, 338291, 715151, 672501, 607383, 643813, 624006, 998120, 201322, 741858, 253769, 234493, 387812, 442840
634256, 914231, 574635, 860515, 690825, 612051, 821355, 510166, 655950, 236872, 238855, 275071, 393335, 775072, 653971, 523347
922691, 899892, 165417, 964582, 706144, 791311, 727386, 221970, 707162, 842550, 391799, 979387, 200252, 292210, 306591, 575492
189186, 402570, 601447, 398214, 448207, 782492, 889421, 735340, 555618, 427793, 406762, 218000, 832406, 910348, 789573, 715862
652155, 517075, 904194, 557938, 679094, 985855, 395458, 805751, 466485, 128699, 769919, 891417, 788652, 121636, 210399, 783248
109336, 869568, 427443, 284301, 702537, 725356, 140406, 238981, 706558, 790661, 262435, 131135, 198555, 935664, 912170, 436261
710310, 253262, 721679, 483470, 557078, 477303, 321115, 654870, 798423, 136268, 725951, 684751, 659561, 699019, 589993, 959004
